enrollment_no,student_name,gender,age,section,course,year_enrollment,year_completion,hometown,category,father_occupation,mother_occupation,marks_10th,marks_12th,attendance,sgpa,cgpa,backlogs,suspension,family_income,fees_status,year_level,department,fees_flag,suspension_flag,age_at_enrollment,sgpa1,sgpa2,sgpa3,sgpa4,sgpa5,year,specialization,sgpa6,sgpa7,enrollment_no.,model_phase,final_phase,red_reason,ml_probability,rule_override,predicted_phase
BBA2025C021,Rajat Dugar,M,19,C,B.B.A.,2025,2028,Churu,General,Laborer,Homemaker,65.3,51.94,92.7,8.28,8.28,3,Yes,200000,Partial,1,BBA,1,1,19,,,,,,,,,,,Yellow,Yellow,,0.12128700094430243,False,Yellow
BBA2025C022,Ashok Kumawat,M,22,C,B.B.A.,2025,2028,Phalodi,OBC,Businessman,Homemaker,47.6,73.72,58.62,7.04,7.04,0,No,2000000,Paid,1,BBA,0,0,22,,,,,,,,,,,Yellow,Yellow,,0.28668234084162675,False,Yellow
BBA2025C023,Yashoda Khichar,F,19,C,B.B.A.,2025,2028,Devgarh,General,Farmer,Homemaker,98.19,97.76,64.38,6.06,6.06,0,No,500000,Partial,1,BBA,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.1619873050057781,False,Yellow
BBA2025C024,Nikhil Beniwal,M,18,C,B.B.A.,2025,2028,Khichan,OBC,Laborer,Homemaker,95.31,74.7,59.2,6.63,6.63,1,No,200000,Partial,1,BBA,1,0,18,,,,,,,,,,,Yellow,Yellow,,0.3588175629757782,False,Yellow
BBA2025C025,Kamal Bishnoi,M,19,C,B.B.A.,2025,2028,Devgarh,EWS,Businessman,Homemaker,31.56,49.52,70.11,8.37,8.37,0,No,1800000,Paid,1,BBA,0,0,19,,,,,,,,,,,Yellow,Yellow,,0.0849980622956649,False,Yellow
BBA2025C026,Bhavya Soni,F,18,C,B.B.A.,2025,2028,Khichan,General,Laborer,Homemaker,79.57,74.84,44.16,5.05,5.05,0,No,100000,Partial,1,BBA,1,0,18,,,,,,,,,,,Orange,Orange,,0.7993641983845434,False,Orange
BBA2025C027,Kamal Bishnoi,M,18,C,B.B.A.,2025,2028,Bhilwara,General,Laborer,Homemaker,94.07,68.64,63.28,6.39,6.39,3,Yes,300000,Partial,1,BBA,1,1,18,,,,,,,,,,,Orange,Orange,,0.6651571062290247,False,Orange
BBA2025C028,Ajay Sharma,M,18,C,B.B.A.,2025,2028,Dausa,General,Laborer,Farmer,44.92,84.47,85.36,8.43,8.43,2,Yes,300000,Partial,1,BBA,1,1,18,,,,,,,,,,,Yellow,Yellow,,0.10647566732826817,False,Yellow
BBA2025C029,Sapna Jat,F,18,C,B.B.A.,2025,2028,Churu,General,Engineer,Homemaker,70.48,40.06,60.43,6.73,6.73,0,No,900000,Paid,1,BBA,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.2058701554875612,False,Yellow
BBA2025C030,Priya Dugar,F,18,C,B.B.A.,2025,2028,Nathdwara,General,Doctor,Homemaker,93.42,83.23,87.83,8.48,8.48,0,No,1100000,Paid,1,BBA,0,0,18,,,,,,,,,,,Green,Green,,0.0041384644766997705,False,Green
BBA2025C031,Sandeep Meena,M,18,C,B.B.A.,2025,2028,Sumerpur,General,Businessman,Homemaker,35.24,68.72,67.19,7.32,7.32,0,No,1900000,Paid,1,BBA,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.12519707410576214,False,Yellow
BBA2025C032,Mamta Singh,F,19,C,B.B.A.,2025,2028,Barmer,General,Businessman,Homemaker,36.58,17.75,62.08,7.11,7.11,0,No,2000000,Paid,1,BBA,0,0,19,,,,,,,,,,,Yellow,Yellow,,0.20693317260812502,False,Yellow
BBA2025C033,Rita Lodha,F,18,C,B.B.A.,2025,2028,Barmer,EWS,Businessman,Homemaker,28.73,39.99,58.41,7.17,7.17,0,No,1100000,Paid,1,BBA,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.32648168732693716,False,Yellow
BBA2025C034,Aman Verma,M,18,C,B.B.A.,2025,2028,Nathdwara,General,Businessman,Homemaker,94.01,74.75,87.5,8.5,8.5,0,No,800000,Paid,1,BBA,0,0,18,,,,,,,,,,,Green,Green,,0.03438316987300699,False,Green
BBA2025C035,Rohit Singh,M,20,C,B.B.A.,2025,2028,Jodhpur,OBC,Laborer,Homemaker,97.09,94.51,76.39,7.44,7.44,2,Yes,100000,Partial,1,BBA,1,1,20,,,,,,,,,,,Orange,Orange,,0.6079118086933288,False,Orange
BBA2025C036,Meera Rathore,F,19,C,B.B.A.,2025,2028,Pushkar,General,Laborer,Homemaker,95.32,39.77,77.83,8.07,8.07,2,Yes,100000,Partial,1,BBA,1,1,19,,,,,,,,,,,Yellow,Yellow,,0.32566161153040357,False,Yellow
BBA2025C037,Sneha Meena,F,19,C,B.B.A.,2025,2028,Sikar,General,Businessman,Homemaker,64.3,94.86,72.47,8.49,8.49,2,Yes,800000,Paid,1,BBA,0,1,19,,,,,,,,,,,Yellow,Yellow,,0.34350715884023664,False,Yellow
BBA2025C038,Deepak Jat,M,18,C,B.B.A.,2025,2028,Dausa,General,Laborer,Farmer,89.89,78.4,89.11,8.27,8.27,1,No,100000,Partial,1,BBA,1,0,18,,,,,,,,,,,Green,Green,,0.04093343615790398,False,Green
BBA2025C039,Bhavya Soni,F,18,C,B.B.A.,2025,2028,Tonk,General,Laborer,Homemaker,88.74,37.48,70.97,6.67,6.67,3,Yes,100000,Partial,1,BBA,1,1,18,,,,,,,,,,,Yellow,Yellow,,0.4006631011592985,False,Yellow
BBA2025C040,Geeta Saini,F,18,C,B.B.A.,2025,2028,Barmer,OBC,Businessman,Homemaker,54.06,52.86,76.02,8.23,8.23,0,No,2700000,Paid,1,BBA,0,0,18,,,,,,,,,,,Green,Green,,0.012443556443556441,False,Green
BBA2025D001,Aman Verma,M,18,D,B.B.A.,2025,2028,Devgarh,General,Businessman,Homemaker,45.24,23.47,74.13,7.38,7.38,1,No,1200000,Paid,1,BBA,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.18672601975876224,False,Yellow
BBA2025D002,Ajay Sharma,M,18,D,B.B.A.,2025,2028,Beawar,General,Doctor,Businesswoman,35.44,37.45,92.44,7.24,7.24,3,Yes,1000000,Paid,1,BBA,0,1,18,,,,,,,,,,,Yellow,Yellow,,0.21542917089384592,False,Yellow
BBA2025D003,Ajay Sharma,M,18,D,B.B.A.,2025,2028,Dausa,General,Engineer,Homemaker,72.35,71.42,76.96,8.13,8.13,3,Yes,52179,Partial,1,BBA,1,1,18,,,,,,,,,,,Yellow,Yellow,,0.3746539905799255,False,Yellow
BBA2025D004,Geeta Saini,F,18,D,B.B.A.,2025,2028,Udaipur,General,Farmer,Homemaker,48.18,55.83,78.94,7.42,7.42,1,No,400000,Partial,1,BBA,1,0,18,,,,,,,,,,,Orange,Orange,,0.4944539141372304,False,Orange
BBA2025D005,Rahul Bhati,M,18,D,B.B.A.,2025,2028,Churu,General,Laborer,Farmer,40.96,73.98,59.33,6.51,6.51,0,Yes,64534,Partial,1,BBA,1,1,18,,,,,,,,,,,Yellow,Yellow,,0.4305718501274753,False,Yellow
BBA2025D006,Mamta Singh,F,19,D,B.B.A.,2025,2028,Banswara,General,Farmer,Teacher,38.08,36.02,90.12,8.61,8.61,0,No,200000,Partial,1,BBA,1,0,19,,,,,,,,,,,Green,Green,,0.006179280803230383,False,Green
BBA2025D007,Sakshi Bhati,F,18,D,B.B.A.,2025,2028,Karauli,General,Laborer,Businesswoman,78.96,90.52,87.22,8.35,8.35,3,Yes,200000,Partial,1,BBA,1,1,18,,,,,,,,,,,Yellow,Yellow,,0.15033089475600772,False,Yellow
BBA2025D008,Yashoda Khichar,F,18,D,B.B.A.,2025,2028,Beawar,General,Laborer,Homemaker,48.88,19.99,59.71,7.01,7.01,3,Yes,200000,Partial,1,BBA,1,1,18,,,,,,,,,,,Orange,Orange,,0.5644328018519954,False,Orange
BBA2025D009,Arjun Sharma,M,19,D,B.B.A.,2025,2028,Nathdwara,General,Doctor,Homemaker,80.83,96.95,54.96,6.04,6.04,0,No,1600000,Paid,1,BBA,0,0,19,,,,,,,,,,,Yellow,Yellow,,0.42925638887840634,False,Yellow
BBA2025D010,Meera Rathore,F,19,D,B.B.A.,2025,2028,Khichan,OBC,Laborer,Homemaker,37.31,82.48,78.23,8.0,8.0,0,No,200000,Partial,1,BBA,1,0,19,,,,,,,,,,,Green,Green,,0.04057023018997809,False,Green
BBA2025D011,Ashok Kumawat,M,18,D,B.B.A.,2025,2028,Ajmer,General,Farmer,Homemaker,53.81,41.59,91.35,8.33,8.33,0,No,200000,Partial,1,BBA,1,0,18,,,,,,,,,,,Green,Green,,0.04070970048525189,False,Green
BBA2025D012,Sakshi Bhati,F,19,D,B.B.A.,2025,2028,Kota,General,Farmer,Homemaker,68.61,83.05,70.02,7.64,7.64,3,Yes,300000,Partial,1,BBA,1,1,19,,,,,,,,,,,Orange,Orange,,0.9302931653599856,False,Orange
BBA2025D013,Praveen Soni,M,19,D,B.B.A.,2025,2028,Dausa,General,Businessman,Homemaker,85.19,34.62,35.33,5.49,5.49,1,No,1200000,Paid,1,BBA,0,0,19,,,,,,,,,,,Orange,Orange,,0.6917735159577265,False,Orange
BBA2025D014,Vikas Rathore,M,18,D,B.B.A.,2025,2028,Jaipur,General,Engineer,Teacher,30.93,33.94,42.85,5.01,5.01,0,No,1800000,Paid,1,BBA,0,0,18,,,,,,,,,,,Orange,Orange,,0.7077881315941909,False,Orange
BBA2025D015,Shweta Chauhan,F,20,D,B.B.A.,2025,2028,Beawar,EWS,Farmer,Homemaker,31.79,43.05,91.08,9.12,9.12,0,No,400000,Partial,1,BBA,1,0,20,,,,,,,,,,,Green,Green,,0.002578631452581032,False,Green
BBA2025D016,Ramesh Lodha,M,20,D,B.B.A.,2025,2028,Pratapgarh,General,Laborer,Homemaker,36.91,33.11,65.26,6.59,6.59,0,No,200000,Partial,1,BBA,1,0,20,,,,,,,,,,,Yellow,Yellow,,0.0820259692514694,False,Yellow
BBA2025D017,Deepak Jat,M,18,D,B.B.A.,2025,2028,Udaipur,OBC,Businessman,Homemaker,73.65,83.85,98.89,9.42,9.42,0,No,1900000,Paid,1,BBA,0,0,18,,,,,,,,,,,Green,Green,,0.0381616595601558,False,Green
BBA2025D018,Sunita Kothari,F,18,D,B.B.A.,2025,2028,Dausa,General,Teacher,Homemaker,48.38,78.1,89.24,8.57,8.57,0,No,400000,Partial,1,BBA,1,0,18,,,,,,,,,,,Green,Green,,0.0047507093746589546,False,Green
BBA2025D019,Pooja Sharma,F,20,D,B.B.A.,2025,2028,Sikar,General,Laborer,Homemaker,41.97,34.58,69.48,8.27,8.27,0,No,300000,Partial,1,BBA,1,0,20,,,,,,,,,,,Yellow,Yellow,,0.2519525774350537,False,Yellow
BBA2025D020,Sakshi Bhati,F,19,D,B.B.A.,2025,2028,Phalodi,EWS,Farmer,Homemaker,90.43,51.06,82.77,7.83,7.83,2,Yes,500000,Partial,1,BBA,1,1,19,,,,,,,,,,,Yellow,Yellow,,0.3370587024882122,False,Yellow
BBA2025D021,Mamta Singh,F,18,D,B.B.A.,2025,2028,Jodhpur,EWS,Farmer,Homemaker,34.4,98.81,58.41,6.3,6.3,0,No,400000,Partial,1,BBA,1,0,18,,,,,,,,,,,Yellow,Yellow,,0.2920049645951504,False,Yellow
BBA2025D022,Deepak Jat,M,18,D,B.B.A.,2025,2028,Bhilwara,General,Laborer,Homemaker,90.73,61.13,78.97,7.73,7.73,2,Yes,200000,Partial,1,BBA,1,1,18,,,,,,,,,,,Orange,Orange,,0.4260996362386147,False,Orange
BBA2025D023,Vinod Nagar,M,18,D,B.B.A.,2025,2028,Karauli,General,Laborer,Homemaker,67.91,62.79,70.46,7.05,7.05,0,No,300000,Partial,1,BBA,1,0,18,,,,,,,,,,,Yellow,Yellow,,0.13723656209612176,False,Yellow
BBA2025D024,Vikas Rathore,M,19,D,B.B.A.,2025,2028,Alwar,General,Laborer,Homemaker,94.98,43.8,65.88,7.43,7.43,0,No,100000,Partial,1,BBA,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.3846375281001646,False,Yellow
BBA2025D025,Vikram Solanki,M,19,D,B.B.A.,2025,2028,Nathdwara,General,Laborer,Businesswoman,85.72,85.46,74.85,6.52,6.52,0,No,200000,Partial,1,BBA,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.1580078934873202,False,Yellow
BBA2025D026,Mamta Singh,F,18,D,B.B.A.,2025,2028,Kota,General,Businessman,Homemaker,98.86,78.78,81.12,7.23,7.23,1,No,600000,Paid,1,BBA,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.34516336241019985,False,Yellow
BBA2025D027,Geeta Saini,F,19,D,B.B.A.,2025,2028,Jaipur,OBC,Laborer,Homemaker,56.15,47.57,55.53,5.69,5.69,0,No,200000,Partial,1,BBA,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.4286854984126418,False,Yellow
BBA2025D028,Karan Yadav,M,19,D,B.B.A.,2025,2028,Karauli,OBC,Doctor,Farmer,83.63,38.44,74.62,8.05,8.05,0,No,1300000,Paid,1,BBA,0,0,19,,,,,,,,,,,Green,Green,,0.058454543147157055,False,Green
BBA2025D029,Sandeep Meena,M,18,D,B.B.A.,2025,2028,Sumerpur,General,Businessman,Homemaker,32.2,18.66,83.52,9.04,9.04,0,No,73854,Partial,1,BBA,1,0,18,,,,,,,,,,,Green,Green,,0.0173109384104519,False,Green
BBA2025D030,Sapna Jat,F,18,D,B.B.A.,2025,2028,Ganganagar,General,Doctor,Businesswoman,46.28,39.32,78.9,7.67,7.67,3,Yes,89065,Partial,1,BBA,1,1,18,,,,,,,,,,,Orange,Orange,,0.4929462681781038,False,Orange
BBA2025D031,Deepak Jat,M,19,D,B.B.A.,2025,2028,Alwar,EWS,Engineer,Homemaker,74.42,51.04,73.24,7.29,7.29,1,No,800000,Paid,1,BBA,0,0,19,,,,,,,,,,,Yellow,Yellow,,0.17223186002890062,False,Yellow
BBA2025D032,Yashoda Khichar,F,20,D,B.B.A.,2025,2028,Nawalgarh,General,Farmer,Businesswoman,90.66,95.76,72.02,7.36,7.36,2,Yes,500000,Partial,1,BBA,1,1,20,,,,,,,,,,,Yellow,Yellow,,0.3084919098081002,False,Yellow
BBA2025D033,Vinod Nagar,M,19,D,B.B.A.,2025,2028,Pushkar,General,Farmer,Homemaker,97.95,42.97,56.68,7.1,7.1,0,Yes,59065,Partial,1,BBA,1,1,19,,,,,,,,,,,Orange,Orange,,0.5423549527481348,False,Orange
BBA2025D034,Pooja Sharma,F,19,D,B.B.A.,2025,2028,Beawar,General,Businessman,Farmer,83.71,61.53,76.06,7.01,7.01,2,Yes,1100000,Paid,1,BBA,0,1,19,,,,,,,,,,,Yellow,Yellow,,0.49310807290443043,False,Yellow
BBA2025D035,Suresh Meghwal,M,18,D,B.B.A.,2025,2028,Dausa,EWS,Businessman,Homemaker,44.56,15.34,85.19,8.25,8.25,0,No,2500000,Paid,1,BBA,0,0,18,,,,,,,,,,,Green,Green,,0.03298970619382903,False,Green
BBA2025D036,Nidhi Beniwal,F,19,D,B.B.A.,2025,2028,Jodhpur,General,Laborer,Businesswoman,37.8,31.81,77.21,8.22,8.22,0,No,200000,Partial,1,BBA,1,0,19,,,,,,,,,,,Green,Green,,0.005392857142857144,False,Green
BBA2025D037,Rita Lodha,F,19,D,B.B.A.,2025,2028,Nathdwara,OBC,Engineer,Homemaker,81.68,75.14,82.3,8.24,8.24,2,Yes,1100000,Paid,1,BBA,0,1,19,,,,,,,,,,,Yellow,Yellow,,0.1087692546932841,False,Yellow
BBA2025D038,Pooja Sharma,F,18,D,B.B.A.,2025,2028,Sikar,General,Teacher,Homemaker,19.1,34.86,51.7,6.22,6.22,0,No,600000,Paid,1,BBA,0,0,18,,,,,,,,,,,Orange,Orange,,0.5998002767501525,False,Orange
BBA2025D039,Meera Rathore,F,18,D,B.B.A.,2025,2028,Nawalgarh,General,Teacher,Businesswoman,40.29,51.1,90.89,9.05,9.05,1,No,500000,Partial,1,BBA,1,0,18,,,,,,,,,,,Green,Green,,0.008336662894823,False,Green
BBA2025D040,Sapna Jat,F,18,D,B.B.A.,2025,2028,Sikar,General,Doctor,Homemaker,56.41,97.94,76.21,5.95,5.95,0,No,1800000,Paid,1,BBA,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.2638540532240203,False,Yellow
BBA2024A001,Shweta Chauhan,F,19,A,B.B.A.,2024,2027,Udaipur,General,Teacher,Homemaker,47.55,73.88,49.9,,6.04,0,No,52568,Partial,2,BBA,1,0,18,6.02,6.46,5.63,,,,,,,,Orange,Orange,,0.6176600397941261,False,Orange
BBA2024A002,Rajat Dugar,M,19,A,B.B.A.,2024,2027,Pratapgarh,General,Farmer,Farmer,91.49,60.14,68.61,,6.87,3,No,300000,Partial,2,BBA,1,0,18,7.33,7.3,5.98,,,,,,,,Yellow,Yellow,,0.3683829844561871,False,Yellow
BBA2024A003,Rohit Singh,M,24,A,B.B.A.,2024,2027,Pratapgarh,EWS,Laborer,Farmer,46.89,31.7,53.84,,6.81,5,Yes,200000,Partial,2,BBA,1,1,23,7.44,7.0,5.99,,,,,,,,Orange,Orange,,0.5946742824490185,False,Orange
BBA2024A004,Rajat Dugar,M,22,A,B.B.A.,2024,2027,Kishangarh,General,Laborer,Homemaker,93.48,54.8,75.97,,7.42,4,Yes,300000,Partial,2,BBA,1,1,21,6.9,7.77,7.61,,,,,,,,Orange,Orange,,0.6865369232989778,False,Orange
BBA2024A005,Kamal Bishnoi,M,20,A,B.B.A.,2024,2027,Khichan,General,Laborer,Homemaker,74.94,70.24,65.16,,7.12,2,No,100000,Partial,2,BBA,1,0,19,7.12,7.02,7.21,,,,,,,,Yellow,Yellow,,0.25148478297318516,False,Yellow
BBA2024A006,Kavita Singh,F,20,A,B.B.A.,2024,2027,Nathdwara,General,Laborer,Homemaker,74.57,89.14,56.6,,6.59,2,No,200000,Partial,2,BBA,1,0,19,7.26,6.74,5.77,,,,,,,,Yellow,Yellow,,0.4925333922771802,False,Yellow
BBA2024A007,Aman Verma,M,20,A,B.B.A.,2024,2027,Karauli,OBC,Farmer,Farmer,28.85,40.7,66.57,,8.23,0,No,500000,Partial,2,BBA,1,0,19,7.81,7.98,8.89,,,,,,,,Yellow,Yellow,,0.13729650275488448,False,Yellow
BBA2024A008,Rita Lodha,F,19,A,B.B.A.,2024,2027,Hanumangarh,EWS,Businessman,Teacher,82.66,94.67,66.0,,6.37,5,Yes,2500000,Paid,2,BBA,0,1,18,6.29,7.11,5.71,,,,,,,,Yellow,Yellow,,0.42542449633017465,False,Yellow
BBA2024A009,Kavita Singh,F,18,A,B.B.A.,2024,2027,Jaipur,General,Businessman,Homemaker,48.71,30.89,81.75,,8.29,1,No,2700000,Paid,2,BBA,0,0,17,8.24,7.58,9.06,,,,,,,,Green,Green,,0.009431342467056753,False,Green
BBA2024A010,Yashoda Khichar,F,19,A,B.B.A.,2024,2027,Churu,General,Businessman,Homemaker,39.12,27.41,78.53,,7.12,0,No,1400000,Paid,2,BBA,0,0,18,7.25,6.7,7.43,,,,,,,,Yellow,Yellow,,0.32145243470402374,False,Yellow
BBA2024A011,Sandeep Meena,M,20,A,B.B.A.,2024,2027,Barmer,General,Businessman,Farmer,61.28,69.71,89.84,,7.73,0,No,2000000,Paid,2,BBA,0,0,19,7.21,8.84,7.15,,,,,,,,Green,Green,,0.24758660641129912,False,Green
BBA2024A012,Sandeep Meena,M,20,A,B.B.A.,2024,2027,Pratapgarh,General,Businessman,Homemaker,39.55,37.7,61.29,,6.2,5,Yes,600000,Paid,2,BBA,0,1,19,6.69,5.43,6.49,,,,,,,,Yellow,Yellow,,0.49841164693235074,False,Yellow
BBA2024A013,Rita Lodha,F,19,A,B.B.A.,2024,2027,Pushkar,General,Laborer,Homemaker,87.42,34.07,73.65,,7.65,0,No,200000,Partial,2,BBA,1,0,18,8.41,7.64,6.9,,,,,,,,Orange,Orange,,0.6393424200989437,False,Orange
BBA2024A014,Ashok Kumawat,M,21,A,B.B.A.,2024,2027,Devgarh,General,Teacher,Businesswoman,42.66,87.01,78.06,,7.78,4,Yes,800000,Paid,2,BBA,0,1,20,7.66,7.69,7.97,,,,,,,,Orange,Orange,,0.6356120212939677,False,Orange
BBA2024A015,Deepak Jat,M,19,A,B.B.A.,2024,2027,Bikaner,General,Laborer,Homemaker,87.97,35.65,55.25,,5.62,5,Yes,200000,Partial,2,BBA,1,1,18,5.49,6.67,4.69,,,,,,,,Yellow,Yellow,,0.4331033563187825,False,Yellow
BBA2024A016,Sakshi Bhati,F,19,A,B.B.A.,2024,2027,Ajmer,General,Laborer,Homemaker,34.47,48.4,93.27,,8.5,0,No,200000,Partial,2,BBA,1,0,18,8.22,8.3,8.98,,,,,,,,Green,Green,,0.0026396103896103897,False,Green
BBA2024A017,Mamta Singh,F,20,A,B.B.A.,2024,2027,Sikar,General,Laborer,Homemaker,88.75,98.47,74.17,,6.98,0,No,71577,Partial,2,BBA,1,0,19,7.46,6.61,6.86,,,,,,,,Orange,Orange,,0.5381965755804474,False,Orange
BBA2024A018,Geeta Saini,F,20,A,B.B.A.,2024,2027,Pali,General,Laborer,Homemaker,61.47,52.41,85.51,,8.04,0,No,200000,Partial,2,BBA,1,0,19,8.25,8.08,7.78,,,,,,,,Green,Green,,0.02194601826744684,False,Green
BBA2024A019,Ramesh Lodha,M,20,A,B.B.A.,2024,2027,Tonk,EWS,Farmer,Farmer,26.59,28.71,73.63,,7.36,0,No,300000,Partial,2,BBA,1,0,19,7.13,7.84,7.11,,,,,,,,Yellow,Yellow,,0.2247532473859105,False,Yellow
BBA2024A020,Neha Yadav,F,19,A,B.B.A.,2024,2027,Churu,General,Engineer,Homemaker,93.39,83.51,29.07,,4.88,5,Yes,65898,Partial,2,BBA,1,1,18,4.69,6.05,3.89,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: Attendance <30%,0.5201410895719659,True,Red
BBA2024A021,Ashok Kumawat,M,19,A,B.B.A.,2024,2027,Jodhpur,General,Businessman,Businesswoman,49.58,49.7,89.28,,8.01,0,No,1300000,Paid,2,BBA,0,0,18,7.25,8.83,7.95,,,,,,,,Green,Green,,0.08302065843486534,False,Green
BBA2024A022,Karan Yadav,M,20,A,B.B.A.,2024,2027,Nagaur,General,Laborer,Homemaker,88.72,90.13,62.97,,6.51,0,No,100000,Partial,2,BBA,1,0,19,6.59,6.31,6.62,,,,,,,,Yellow,Yellow,,0.16370399391456436,False,Yellow
BBA2024A023,Shweta Chauhan,F,19,A,B.B.A.,2024,2027,Devgarh,General,Laborer,Homemaker,64.95,39.79,91.53,,9.14,0,No,200000,Partial,2,BBA,1,0,18,9.45,8.97,9.01,,,,,,,,Green,Green,,0.0019663865546218485,False,Green
BBA2024A024,Ajay Sharma,M,19,A,B.B.A.,2024,2027,Kota,OBC,Doctor,Homemaker,31.31,43.47,72.83,,6.29,0,No,800000,Paid,2,BBA,0,0,18,6.52,6.68,5.67,,,,,,,,Yellow,Yellow,,0.0694016928493459,False,Yellow
BBA2024A025,Suraj Kothari,M,20,A,B.B.A.,2024,2027,Tonk,EWS,Engineer,Homemaker,53.36,97.62,88.22,,8.43,3,No,1800000,Paid,2,BBA,0,0,19,7.81,8.87,8.6,,,,,,,,Yellow,Yellow,,0.1196933836554897,False,Yellow
BBA2024A026,Rahul Bhati,M,19,A,B.B.A.,2024,2027,Nathdwara,General,Businessman,Homemaker,70.82,77.47,97.82,,8.68,0,No,1400000,Paid,2,BBA,0,0,18,8.74,8.86,8.46,,,,,,,,Green,Green,,0.04081472078464559,False,Green
BBA2024A027,Mamta Singh,F,20,A,B.B.A.,2024,2027,Bhilwara,OBC,Laborer,Homemaker,54.46,88.89,64.64,,6.75,0,No,200000,Partial,2,BBA,1,0,19,7.0,7.34,5.91,,,,,,,,Yellow,Yellow,,0.160913983916929,False,Yellow
BBA2024A028,Sunita Kothari,F,20,A,B.B.A.,2024,2027,Nagaur,General,Businessman,Homemaker,33.94,19.21,71.25,,7.44,0,No,1600000,Paid,2,BBA,0,0,19,7.45,7.83,7.03,,,,,,,,Orange,Orange,,0.643302568099618,False,Orange
BBA2024A029,Meera Rathore,F,19,A,B.B.A.,2024,2027,Nawalgarh,General,Laborer,Homemaker,18.78,29.43,76.68,,8.28,3,Yes,200000,Partial,2,BBA,1,1,18,8.02,9.29,7.54,,,,,,,,Yellow,Yellow,,0.3581310529911984,False,Yellow
BBA2024A030,Priya Dugar,F,18,A,B.B.A.,2024,2027,Nathdwara,General,Laborer,Homemaker,33.42,72.22,73.97,,7.41,0,No,200000,Partial,2,BBA,1,0,17,7.67,7.0,7.55,,,,,,,,Yellow,Yellow,,0.4883285809736862,False,Yellow
BBA2024A031,Rajat Dugar,M,20,A,B.B.A.,2024,2027,Pushkar,General,Teacher,Homemaker,97.57,72.81,51.05,,5.99,3,No,700000,Paid,2,BBA,0,0,19,6.34,6.18,5.45,,,,,,,,Orange,Orange,,0.5825582682045869,False,Orange
BBA2024A032,Aman Verma,M,20,A,B.B.A.,2024,2027,Jodhpur,OBC,Laborer,Homemaker,36.47,45.91,77.44,,8.07,4,Yes,200000,Partial,2,BBA,1,1,19,7.77,8.52,7.92,,,,,,,,Orange,Orange,,0.5662439266556867,False,Orange
BBA2024A033,Praveen Soni,M,20,A,B.B.A.,2024,2027,Sikar,General,Engineer,Homemaker,17.0,48.92,73.32,,7.69,4,Yes,1200000,Paid,2,BBA,0,1,19,7.98,7.26,7.85,,,,,,,,Orange,Orange,,0.8569768388293736,False,Orange
BBA2024A034,Arjun Sharma,M,20,A,B.B.A.,2024,2027,Karauli,General,Engineer,Homemaker,81.07,61.32,77.26,,7.56,0,No,900000,Paid,2,BBA,0,0,19,7.8,7.07,7.83,,,,,,,,Orange,Orange,,0.3901020865713477,False,Orange
BBA2024A035,Kamal Bishnoi,M,20,A,B.B.A.,2024,2027,Jodhpur,General,Laborer,Homemaker,55.82,51.21,91.03,,8.17,0,No,200000,Partial,2,BBA,1,0,19,7.87,8.08,8.58,,,,,,,,Green,Green,,0.045281129056680455,False,Green
BBA2024A036,Yashoda Khichar,F,21,A,B.B.A.,2024,2027,Nawalgarh,General,Businessman,Homemaker,37.43,17.15,70.62,,7.27,0,No,2400000,Paid,2,BBA,0,0,20,7.42,6.52,7.87,,,,,,,,Yellow,Yellow,,0.3139364494401077,False,Yellow
BBA2024A037,Rajat Dugar,M,19,A,B.B.A.,2024,2027,Jaipur,General,Farmer,Homemaker,86.16,47.93,58.05,,6.15,2,No,400000,Partial,2,BBA,1,0,18,6.83,6.06,5.56,,,,,,,,Yellow,Yellow,,0.3916550112649152,False,Yellow
BBA2024A038,Kamal Bishnoi,M,19,A,B.B.A.,2024,2027,Barmer,General,Businessman,Farmer,95.49,78.7,98.73,,8.83,0,No,2700000,Paid,2,BBA,0,0,18,8.84,8.66,8.99,,,,,,,,Green,Green,,0.03877390445811498,False,Green
BBA2024A039,Rajat Dugar,M,19,A,B.B.A.,2024,2027,Jodhpur,General,Doctor,Homemaker,59.41,48.4,37.57,,4.7,0,No,1800000,Paid,2,BBA,0,0,18,5.04,4.05,5.02,,,,,,,,Orange,Orange,,0.6938045437534601,False,Orange
BBA2024A040,Arjun Sharma,M,19,A,B.B.A.,2024,2027,Nagaur,OBC,Engineer,Homemaker,84.7,74.27,86.19,,8.1,0,No,1700000,Paid,2,BBA,0,0,18,7.99,8.55,7.75,,,,,,,,Green,Green,,0.04319948632965958,False,Green
BBA2024B001,Kavita Singh,F,19,B,B.B.A.,2024,2027,Sumerpur,General,Farmer,Homemaker,32.43,30.81,72.77,,7.58,2,No,64195,Partial,2,BBA,1,0,18,8.37,6.22,8.15,,,,,,,,Orange,Orange,,0.6948634561541459,False,Orange
